atype,phase_of_flt,state,height,speed,effect,sky,species,birds_struck,month_of_the_year,season
B-737-400,Approach,Pacific,1000.0,140.0,None,Overcast,DUCKS,1,February,Winter
IAI-1124,Approach,West North Central,300.0,110.0,None,Overcast,SWALLOWS,2-10,August,Summer
MD-80,Climb,West North Central,10.0,140.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,May,Spring
BA-31 JETSTR,Take-off run,East South Central,0.0,120.0,Aborted Take-off,No Cloud,UNKNOWN BIRD - SMALL,2-10,October,Fall
C-172,Climb,East North Central,25.0,80.0,Precautionary Landing,No Cloud,HAWKS,1,July,Summer
B-727,Approach,South Atlantic,2500.0,210.0,None,Overcast,UNKNOWN BIRD,1,February,Winter
FK-100,Approach,West North Central,3200.0,200.0,None,No Cloud,GEESE,1,March,Spring
RKWL SABRLNR,Take-off run,South Atlantic,0.0,120.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,September,Fall
ATR-42,Approach,Middle Atlantic,5.0,120.0,None,No Cloud,GULLS,1,September,Fall
B-737-500,Approach,South Atlantic,300.0,120.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,2-10,August,Summer
FK-100,Approach,West North Central,75.0,130.0,None,Some Cloud,GULLS,2-10,December,Winter
B-737-300,Landing Roll,East North Central,0.0,120.0,None,Overcast,ROCK PIGEON,1,December,Winter
B-727,Landing Roll,Unknown,0.0,100.0,None,No Cloud,GULLS,1,January,Winter
B-737-300,Approach,West South Central,300.0,135.0,None,Overcast,UNKNOWN BIRD - MEDIUM,1,April,Spring
MD-80,Approach,Pacific,300.0,135.0,None,Some Cloud,BLACKBIRDS,2-10,July,Summer
MD-80,Landing Roll,East South Central,0.0,100.0,None,Some Cloud,SPARROWS,2-10,September,Fall
MD-88,Take-off run,West South Central,0.0,110.0,None,Overcast,EUROPEAN STARLING,2-10,September,Fall
B-727,Take-off run,East South Central,0.0,120.0,None,No Cloud,UNKNOWN BIRD - LARGE,1,January,Winter
B-737,Take-off run,Pacific,0.0,120.0,None,Some Cloud,UNKNOWN BIRD,1,August,Summer
CL-RJ100/200,Approach,West North Central,400.0,145.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,August,Summer
A-320,Take-off run,East South Central,0.0,120.0,None,No Cloud,EUROPEAN STARLING,1,November,Fall
MD-88,Landing Roll,West South Central,0.0,60.0,None,Some Cloud,UNKNOWN BIRD - SMALL,2-10,July,Summer
B-727-200,Landing Roll,South Atlantic,0.0,80.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,November,Fall
B-767-300,Take-off run,West South Central,0.0,120.0,None,No Cloud,DOVES,1,July,Summer
DC-9,Approach,South Atlantic,1000.0,160.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,August,Summer
B-737-300,Take-off run,Middle Atlantic,0.0,120.0,None,Some Cloud,MOURNING DOVE,2-10,August,Summer
DC-9,Landing Roll,East North Central,0.0,110.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,May,Spring
DC-9,Landing Roll,Pacific,0.0,100.0,None,Some Cloud,UNKNOWN BIRD - MEDIUM,1,May,Spring
B-757-200,Approach,South Atlantic,300.0,135.0,None,No Cloud,UNKNOWN BIRD,1,May,Spring
B-737-300,Approach,Pacific,300.0,135.0,None,No Cloud,UNKNOWN BIRD - LARGE,2-10,January,Winter
MD-82,Take-off run,Pacific,0.0,125.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,November,Fall
FK-100,Approach,South Atlantic,50.0,120.0,None,Overcast,GULLS,2-10,November,Fall
BE-1900,Take-off run,West North Central,0.0,120.0,None,Overcast,UNKNOWN BIRD - SMALL,2-10,August,Summer
MD-82,Take-off run,South Atlantic,0.0,140.0,None,Some Cloud,GULLS,1,February,Winter
B-737-300,Landing Roll,East South Central,0.0,100.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,June,Summer
B-737-300,Take-off run,East North Central,0.0,120.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,June,Summer
B-727,Approach,West North Central,500.0,130.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,May,Spring
MD-80,Approach,West South Central,300.0,135.0,None,No Cloud,UNKNOWN BIRD,1,May,Spring
MD-80,Take-off run,South Atlantic,0.0,130.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,June,Summer
C-172,En Route,Middle Atlantic,500.0,90.0,Precautionary Landing,Some Cloud,UNKNOWN BIRD - LARGE,1,June,Summer
DA-100 FALCON,Landing Roll,East North Central,0.0,110.0,None,No Cloud,RED-TAILED HAWK,1,October,Fall
DC-9-80,Approach,East North Central,1800.0,180.0,None,Overcast,SPARROWS,1,July,Summer
B-747-400,Take-off run,Pacific,0.0,150.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,June,Summer
B-737-400,Climb,South Atlantic,100.0,160.0,None,Overcast,CANADA GOOSE,1,May,Spring
B-757-200,Take-off run,East North Central,0.0,120.0,None,Some Cloud,CANADA GOOSE,1,May,Spring
HELICOPTER,Climb,West North Central,500.0,110.0,None,Overcast,UNKNOWN BIRD,1,September,Fall
DC-8,Climb,East North Central,200.0,150.0,None,No Cloud,UNKNOWN BIRD - LARGE,1,June,Summer
C-414,Descent,South Atlantic,2200.0,170.0,None,Overcast,UNKNOWN BIRD - SMALL,1,October,Fall
MD-80,Approach,East North Central,800.0,140.0,None,Overcast,UNKNOWN BIRD - SMALL,1,October,Fall
B-737,Take-off run,West South Central,0.0,90.0,Aborted Take-off,Some Cloud,GULLS,1,March,Spring
C-152,Approach,South Atlantic,300.0,135.0,None,No Cloud,GULLS,1,March,Spring
B-727-200,Approach,West South Central,1500.0,170.0,None,Some Cloud,BLACKBIRDS,1,August,Summer
B-757-200,Landing Roll,South Atlantic,0.0,120.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,April,Spring
B-727,Take-off run,Mountain,0.0,120.0,None,No Cloud,SPARROWS,1,September,Fall
SAAB-340,Approach,Middle Atlantic,100.0,125.0,None,No Cloud,UNKNOWN BIRD,1,July,Summer
B-737-200,Landing Roll,West South Central,0.0,105.0,None,Overcast,DOVES,2-10,December,Winter
C-152,Approach,East South Central,20.0,60.0,None,Some Cloud,AMERICAN CROW,1,December,Winter
B-737-200,Approach,West South Central,250.0,135.0,None,Overcast,UNKNOWN BIRD - MEDIUM,1,December,Winter
MD-80,Take-off run,West South Central,0.0,120.0,Aborted Take-off,No Cloud,UNKNOWN BIRD,1,November,Fall
B-737-200,Landing Roll,Middle Atlantic,0.0,105.0,None,No Cloud,RACCOON,1,October,Fall
B-737-400,Approach,Middle Atlantic,200.0,145.0,None,No Cloud,GEESE,1,February,Winter
ATR-42,Approach,Middle Atlantic,150.0,120.0,None,Overcast,EUROPEAN STARLING,11-100,September,Fall
FK-100,Take-off run,East North Central,0.0,100.0,None,No Cloud,UNKNOWN BIRD - SMALL,2-10,July,Summer
DHC8 DASH 8,Climb,Middle Atlantic,50.0,105.0,None,No Cloud,UNKNOWN BIRD - SMALL,2-10,July,Summer
SAAB-340,Take-off run,South Atlantic,0.0,120.0,None,Overcast,GULLS,1,March,Spring
C-172,Approach,West North Central,600.0,90.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,August,Summer
B-757-200,Approach,Unknown,300.0,135.0,None,Some Cloud,GULLS,1,April,Spring
HELICOPTER,En Route,Unknown,1000.0,130.0,Precautionary Landing,No Cloud,DUCKS,1,March,Spring
BE-400 BJET,Take-off run,West North Central,0.0,95.0,None,No Cloud,BLACKBIRDS,2-10,August,Summer
C-152,Climb,Pacific,400.0,30.0,Precautionary Landing,No Cloud,GULLS,1,July,Summer
MD-80,Approach,West North Central,2500.0,170.0,None,Some Cloud,DUCKS,1,March,Spring
DC-9,Landing Roll,South Atlantic,0.0,105.0,None,No Cloud,WHITE-TAILED DEER,1,October,Fall
MD-88,Climb,South Atlantic,75.0,145.0,Engine Shut Down,Overcast,GULLS,11-100,April,Spring
EMB-120,Climb,East South Central,100.0,125.0,None,No Cloud,UNKNOWN BIRD - SMALL,2-10,December,Winter
FK-100,Approach,South Atlantic,1.0,140.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,September,Fall
BE-1900,Approach,Middle Atlantic,300.0,135.0,None,Some Cloud,UNKNOWN BIRD,1,August,Summer
MD-88,Landing Roll,East South Central,0.0,105.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,August,Summer
FK-28-4000,Climb,South Atlantic,10.0,140.0,None,Overcast,UNKNOWN BIRD - SMALL,1,February,Winter
C-172,Take-off run,Pacific,0.0,80.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,February,Winter
MD-80,Approach,Mountain,6000.0,190.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,September,Fall
B-727,Climb,East North Central,2500.0,150.0,None,Some Cloud,UNKNOWN BIRD - LARGE,1,January,Winter
C-560,Taxi,East North Central,0.0,10.0,None,No Cloud,MALLARD,1,October,Fall
C-172,Approach,Mountain,30.0,60.0,None,No Cloud,SPARROWS,1,July,Summer
DC-9,Landing Roll,South Atlantic,0.0,100.0,None,Some Cloud,SPARROWS,2-10,August,Summer
B-737-200,Landing Roll,Middle Atlantic,0.0,120.0,None,No Cloud,GULLS,2-10,February,Winter
B-737,Take-off run,New England,0.0,120.0,None,No Cloud,GULLS,1,October,Fall
B-737,Approach,Mountain,300.0,135.0,None,Some Cloud,UNKNOWN BIRD,1,July,Summer
PA-38 TOMAHAWK,Climb,East South Central,1100.0,75.0,Precautionary Landing,Some Cloud,HAWKS,1,December,Winter
B-737-300,Approach,South Atlantic,200.0,165.0,None,Overcast,UNKNOWN BIRD - SMALL,1,September,Fall
BA-ATP,Climb,East North Central,500.0,160.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,September,Fall
B-757-200,Approach,South Atlantic,1200.0,180.0,None,No Cloud,DUCKS,2-10,April,Spring
B-737-300,Take-off run,Mountain,0.0,110.0,None,No Cloud,OWLS,1,April,Spring
FK-100,Approach,East North Central,2600.0,160.0,None,Overcast,UNKNOWN BIRD - MEDIUM,1,September,Fall
CL-600,Take-off run,Middle Atlantic,0.0,120.0,None,No Cloud,GULLS,1,March,Spring
RKWLTRBO 690,Approach,Middle Atlantic,300.0,135.0,None,Overcast,UNKNOWN BIRD - MEDIUM,1,July,Summer
FK-100,Descent,Unknown,7700.0,250.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,April,Spring
B-737,Approach,Pacific,20.0,140.0,None,No Cloud,GULLS,1,August,Summer
B-737-300,Approach,Pacific,100.0,140.0,None,Some Cloud,UNKNOWN BIRD - LARGE,2-10,February,Winter
RKWLTRBO 690,Approach,East South Central,50.0,100.0,None,Some Cloud,KILLDEER,1,July,Summer
B-737,Take-off run,West South Central,0.0,100.0,None,Overcast,DOVES,1,August,Summer
C-172,Approach,South Atlantic,700.0,90.0,None,Some Cloud,VULTURES,1,December,Winter
C-172,Approach,Pacific,50.0,65.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,December,Winter
C-185 SKYWAG,Climb,West South Central,100.0,150.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,August,Summer
BE-1900,Landing Roll,East North Central,0.0,90.0,None,No Cloud,WHITE-TAILED DEER,1,November,Fall
B-737-300,Landing Roll,East South Central,0.0,80.0,None,No Cloud,AMERICAN ROBIN,1,April,Spring
MD-80,Approach,South Atlantic,100.0,140.0,None,Some Cloud,GULLS,1,February,Winter
MD-80,Approach,South Atlantic,500.0,130.0,None,Overcast,EUROPEAN STARLING,2-10,October,Fall
BA-31 JETSTR,Take-off run,Middle Atlantic,0.0,80.0,None,Overcast,CANADA GOOSE,1,August,Summer
B-737-300,Approach,New England,1500.0,160.0,None,No Cloud,GULLS,1,April,Spring
C-152,Climb,West North Central,1500.0,70.0,None,No Cloud,UNKNOWN BIRD,1,October,Fall
FK-100,Approach,West South Central,40.0,133.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,October,Fall
B-727,Take-off run,West North Central,0.0,120.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,July,Summer
MD-82,Approach,West South Central,1400.0,170.0,None,Overcast,UNKNOWN BIRD - MEDIUM,1,September,Fall
B-737-300,Take-off run,South Atlantic,0.0,120.0,None,No Cloud,GULLS,1,November,Fall
PA-28,Take-off run,New England,0.0,65.0,Aborted Take-off,No Cloud,GULLS,1,September,Fall
MU2,Take-off run,South Atlantic,0.0,120.0,None,No Cloud,GULLS,2-10,January,Winter
LEARJET-25,Landing Roll,New England,0.0,105.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,August,Summer
DHC8 DASH 8,Approach,New England,10.0,98.0,None,Some Cloud,AMERICAN KESTREL,1,August,Summer
MD-82,Approach,West South Central,1500.0,140.0,None,Some Cloud,HAWKS,1,November,Fall
B-727-200,Approach,West South Central,2000.0,160.0,None,No Cloud,GULLS,1,February,Winter
FK-28-4000,Approach,Middle Atlantic,600.0,135.0,None,No Cloud,UNKNOWN BIRD - LARGE,1,July,Summer
B-737,Approach,South Atlantic,2000.0,170.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,October,Fall
FK-100,Approach,West South Central,200.0,125.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,July,Summer
FK-100,Climb,South Atlantic,1500.0,225.0,None,No Cloud,UNKNOWN BIRD,1,October,Fall
DC-9-40,Approach,South Atlantic,300.0,135.0,None,No Cloud,UNKNOWN BIRD,1,March,Spring
CITATION II,Landing Roll,East North Central,0.0,105.0,None,Overcast,AMERICAN KESTREL,1,August,Summer
B-727-200,Take-off run,New England,0.0,90.0,Engine Shut Down,No Cloud,GREAT BLUE HERON,1,September,Fall
B-737,Take-off run,Mountain,0.0,120.0,None,No Cloud,UNKNOWN BIRD,1,May,Spring
MD-83,Climb,West South Central,9000.0,230.0,None,Some Cloud,UNKNOWN BIRD,1,October,Fall
SAAB-340,Approach,South Atlantic,1000.0,180.0,None,Some Cloud,SNOW GOOSE,1,March,Spring
B-737,Climb,West South Central,3500.0,150.0,Precautionary Landing,No Cloud,UNKNOWN BIRD,2-10,March,Spring
EMB-120,Landing Roll,East South Central,0.0,105.0,None,Overcast,EUROPEAN STARLING,1,May,Spring
BELLANCA1730,En Route,West North Central,2000.0,150.0,None,No Cloud,"DUCKS, GEESE, SWANS",1,May,Spring
C-152,Landing Roll,Mountain,0.0,40.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,May,Spring
B-727-200,Approach,South Atlantic,50.0,140.0,None,Some Cloud,GULLS,2-10,May,Spring
SAAB-340,Landing Roll,Pacific,0.0,105.0,None,No Cloud,TURKEY VULTURE,1,November,Fall
C-303,Descent,West North Central,1900.0,160.0,None,No Cloud,"DUCKS, GEESE, SWANS",2-10,October,Fall
B-737-200,Take-off run,West South Central,0.0,120.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,October,Fall
B-757-200,Climb,South Atlantic,12500.0,150.0,None,Some Cloud,UNKNOWN BIRD,1,July,Summer
MD-80,Climb,East North Central,200.0,170.0,Precautionary Landing,No Cloud,CANADA GOOSE,2-10,April,Spring
PA-23-250,Approach,New England,3000.0,135.0,None,Some Cloud,MALLARD,1,March,Spring
BA-31 JETSTR,Landing Roll,Pacific,0.0,105.0,None,No Cloud,GULLS,1,December,Winter
B-737-300,Approach,South Atlantic,900.0,150.0,None,No Cloud,GULLS,1,December,Winter
BE-1900,Approach,Middle Atlantic,15.0,120.0,Other,Overcast,GULLS,1,October,Fall
MD-82,Climb,East North Central,4000.0,250.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,October,Fall
FK-100,Approach,South Atlantic,100.0,127.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,June,Summer
B-737-200,Approach,East North Central,100.0,145.0,None,Some Cloud,KILLDEER,1,August,Summer
DHC8 DASH 8,Approach,Middle Atlantic,200.0,120.0,None,Some Cloud,GULLS,1,August,Summer
FK-100,Climb,Mountain,100.0,150.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,August,Summer
GULFAERO III,Climb,Pacific,10.0,140.0,Precautionary Landing,No Cloud,ROCK PIGEON,2-10,November,Fall
MD-88,Approach,New England,400.0,130.0,None,No Cloud,UNKNOWN BIRD,1,September,Fall
PA-31 NAVAJO,Taxi,South Atlantic,0.0,12.5,None,Some Cloud,UNKNOWN BIRD - SMALL,1,October,Fall
MD-83,Approach,West South Central,30.0,138.0,None,Some Cloud,GULLS,1,May,Spring
B-737,Climb,East South Central,100.0,150.0,None,Some Cloud,UNKNOWN BIRD - SMALL,2-10,August,Summer
C-172,Approach,South Atlantic,4.0,60.0,None,Some Cloud,DOVES,1,June,Summer
B-737-200,Approach,Middle Atlantic,20.0,145.0,None,Overcast,GULLS,2-10,December,Winter
B-767-300,Climb,East North Central,1500.0,250.0,None,Overcast,UNKNOWN BIRD - SMALL,1,September,Fall
B-737,Descent,Mountain,7000.0,210.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,April,Spring
BA-31 JETSTR,Climb,South Atlantic,3500.0,160.0,None,Overcast,UNKNOWN BIRD - SMALL,2-10,April,Spring
MD-80 SERIES,Climb,Middle Atlantic,400.0,145.0,None,No Cloud,UNKNOWN BIRD - LARGE,1,September,Fall
SAAB-340,Approach,Middle Atlantic,23.0,120.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,July,Summer
HWKR SD-125,Landing Roll,West South Central,0.0,80.0,None,Some Cloud,BLACKBIRDS,1,March,Spring
B-737-200,Take-off run,West North Central,0.0,95.0,None,No Cloud,HAWKS,1,August,Summer
CITATION II,Landing Roll,Middle Atlantic,0.0,105.0,None,Some Cloud,CROWS,1,September,Fall
B-737-400,Take-off run,Pacific,0.0,132.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,December,Winter
MD-80,Descent,New England,5000.0,250.0,None,No Cloud,UNKNOWN BIRD,1,June,Summer
B-727-200,Approach,East South Central,4000.0,210.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,September,Fall
B-727,Take-off run,East North Central,0.0,120.0,None,Some Cloud,MALLARD,1,July,Summer
PA-60 600,Landing Roll,East North Central,0.0,80.0,None,No Cloud,FINCHES,1,August,Summer
MD-80,Take-off run,West South Central,0.0,120.0,None,No Cloud,UNKNOWN BIRD,1,May,Spring
B-737-200,Landing Roll,East North Central,0.0,80.0,None,Overcast,UNKNOWN BIRD - SMALL,1,September,Fall
ATR-42,Landing Roll,East North Central,0.0,105.0,None,Some Cloud,BLACKBIRDS,1,July,Summer
DC-8-63,En Route,West South Central,2500.0,130.0,None,No Cloud,UNKNOWN BIRD,1,June,Summer
UNKNOWN,Take-off run,South Atlantic,0.0,100.0,None,Overcast,UNKNOWN BIRD - MEDIUM,2-10,June,Summer
ATR-42,Approach,South Atlantic,50.0,120.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,July,Summer
BA-31 JETSTR,Approach,Pacific,4.0,110.0,None,Some Cloud,GULLS,1,November,Fall
SAAB-340,Landing Roll,Middle Atlantic,0.0,120.0,None,Overcast,MOURNING DOVE,1,September,Fall
C-120/140,Take-off run,West South Central,0.0,120.0,Aborted Take-off,No Cloud,CATTLE,1,March,Spring
PA-44 SEMINOLE,Approach,West North Central,200.0,90.0,None,Some Cloud,SWALLOWS,1,July,Summer
B-727-200,Landing Roll,Pacific,0.0,110.0,None,Some Cloud,ROCK PIGEON,2-10,July,Summer
FK-100,Take-off run,South Atlantic,0.0,170.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,August,Summer
EMB-120,Approach,Pacific,200.0,130.0,None,No Cloud,EUROPEAN STARLING,2-10,December,Winter
B-737-300,Take-off run,West South Central,0.0,120.0,None,No Cloud,UNKNOWN BIRD,1,December,Winter
BA-31 JETSTR,Climb,Pacific,100.0,120.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,February,Winter
B-757-200,Take-off run,West South Central,0.0,140.0,None,Some Cloud,EUROPEAN STARLING,1,May,Spring
GULFAERO III,Approach,Middle Atlantic,1500.0,180.0,None,Overcast,GEESE,1,November,Fall
C-500,Take-off run,East North Central,0.0,80.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,August,Summer
AEROS 350,En Route,Pacific,1300.0,122.0,Other,Some Cloud,GULLS,1,January,Winter
B-747-1/200,Approach,Pacific,600.0,160.0,None,Overcast,GULLS,1,December,Winter
BE-1900,Landing Roll,Middle Atlantic,0.0,110.0,None,Overcast,KILLDEER,1,July,Summer
SA226 TC,Climb,East North Central,75.0,110.0,Other,Overcast,GULLS,11-100,December,Winter
SAAB-340,Take-off run,New England,0.0,100.0,None,Overcast,GULLS,1,May,Spring
MD-80,Approach,West South Central,35.0,140.0,None,Overcast,MOURNING DOVE,1,April,Spring
MD-83,Approach,East North Central,200.0,150.0,None,Some Cloud,BLACKBIRDS,1,August,Summer
LEARJET-31,Climb,East South Central,50.0,130.0,Precautionary Landing,No Cloud,UNKNOWN BIRD - SMALL,1,November,Fall
DC-9,Take-off run,East North Central,0.0,120.0,Precautionary Landing,No Cloud,WHITE-TAILED DEER,1,January,Winter
B-737-200,Landing Roll,East North Central,0.0,140.0,None,Some Cloud,EUROPEAN STARLING,1,July,Summer
C-152,Approach,South Atlantic,20.0,60.0,None,No Cloud,VULTURES,1,February,Winter
C-207 SKYWAG,En Route,Unknown,1000.0,125.0,None,Some Cloud,PTARMIGANS,1,February,Winter
B-737,Landing Roll,Pacific,0.0,105.0,None,No Cloud,UNKNOWN BIRD,1,October,Fall
MD-82,Approach,Pacific,300.0,135.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,November,Fall
B-737-200,Approach,Pacific,4500.0,250.0,None,Overcast,UNKNOWN BIRD,1,June,Summer
GRUMAMER AA1,Approach,Unknown,50.0,85.0,None,No Cloud,"DUCKS, GEESE, SWANS",1,June,Summer
BA-125-700,Approach,East North Central,50.0,120.0,None,Overcast,AMERICAN CROW,2-10,December,Winter
BE-1900,Approach,South Atlantic,50.0,100.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,January,Winter
C-208,Approach,West North Central,100.0,120.0,None,Some Cloud,GULLS,2-10,May,Spring
BE-100 KING,Landing Roll,South Atlantic,0.0,80.0,None,Some Cloud,BLACKBIRDS,1,July,Summer
M-20,En Route,West South Central,2900.0,150.0,Precautionary Landing,No Cloud,UNKNOWN BIRD,1,October,Fall
CL-600,Climb,New England,900.0,180.0,None,Some Cloud,UNKNOWN BIRD - MEDIUM,1,November,Fall
DC-9-80,Approach,East North Central,500.0,140.0,None,Some Cloud,ROCK PIGEON,1,August,Summer
ATR-42,Approach,Middle Atlantic,400.0,120.0,None,Some Cloud,GULLS,1,August,Summer
FK-100,Approach,East South Central,200.0,140.0,None,Overcast,BLACKBIRDS,1,May,Spring
DC-9,Landing Roll,East North Central,0.0,120.0,None,Overcast,EUROPEAN STARLING,1,September,Fall
DC-9-30,Take-off run,Middle Atlantic,0.0,150.0,None,Some Cloud,AMERICAN CROW,1,June,Summer
B-727,Climb,South Atlantic,200.0,150.0,Precautionary Landing,Some Cloud,UNKNOWN BIRD,1,August,Summer
C-560,Approach,South Atlantic,26.0,140.0,None,Some Cloud,SPARROWS,2-10,August,Summer
B-737-300,Take-off run,Middle Atlantic,0.0,170.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,July,Summer
EMB-120,Landing Roll,East North Central,0.0,105.0,None,No Cloud,MOURNING DOVE,1,August,Summer
MD-88,Landing Roll,West South Central,0.0,100.0,None,Overcast,EUROPEAN STARLING,2-10,September,Fall
FK-100,Approach,East North Central,1000.0,140.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,August,Summer
BE-200 KING,Landing Roll,East North Central,0.0,105.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,March,Spring
UNKNOWN,Take-off run,Middle Atlantic,0.0,120.0,None,Overcast,CROWS,1,August,Summer
FK-100,Take-off run,East North Central,0.0,145.0,None,Overcast,UNKNOWN BIRD - SMALL,1,July,Summer
C-340,Landing Roll,East North Central,0.0,105.0,None,Overcast,UNKNOWN BIRD - SMALL,1,July,Summer
MD-80,Take-off run,South Atlantic,0.0,120.0,None,Overcast,GULLS,2-10,May,Spring
ATR-42,Climb,South Atlantic,200.0,150.0,None,Overcast,GULLS,1,August,Summer
MD-88,Take-off run,East South Central,0.0,120.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,July,Summer
B-727,Landing Roll,Unknown,0.0,130.0,None,Some Cloud,GULLS,1,August,Summer
B-737,Climb,West South Central,640.0,150.0,None,Overcast,UNKNOWN BIRD - MEDIUM,1,February,Winter
CITATIONJET,Landing Roll,West North Central,0.0,120.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,December,Winter
A-320,Landing Roll,Mountain,0.0,105.0,None,No Cloud,UNKNOWN BIRD,1,April,Spring
A-320,Approach,Middle Atlantic,100.0,150.0,None,Some Cloud,GULLS,1,December,Winter
C-152,Landing Roll,Pacific,0.0,40.0,None,Overcast,AMERICAN ROBIN,1,February,Winter
B-727-200,Descent,East North Central,4000.0,210.0,None,Overcast,UNKNOWN BIRD - LARGE,1,February,Winter
B-727-200,Take-off run,South Atlantic,0.0,130.0,None,No Cloud,GULLS,1,July,Summer
MD-11,Landing Roll,Middle Atlantic,0.0,105.0,None,Some Cloud,GULLS,1,July,Summer
DA-900,Climb,Pacific,600.0,195.0,Engine Shut Down,No Cloud,UNKNOWN BIRD - LARGE,2-10,October,Fall
